EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
264117372,FRIENDS OF SOUTH OF MARKET CHILD CARE INC,NA,790 FOLSOM ST,SAN FRANCISCO,CA,94107-1276,0000,03,3,1000,200904,1,17,000000000,1,01,202206,0,0,02,0,06,0,0,0,P113,NA
951268397,STOCKDALE COUNTRY CLUB,NA,PO BOX 9727,BAKERSFIELD,CA,93389-9727,0000,07,3,1000,194605,2,00,119000000,1,01,202203,7,7,01,0,03,7971323,7935341,6932675,NA,NA
611740095,MIRACLE LEAGUE OF LOUISVILLE INC,% SHAWN WOOSLEY,800 LILY CREEK RD STE 102,LOUISVILLE,KY,40243-2812,0000,03,3,1200,201411,1,15,000000000,1,01,202112,4,4,01,0,12,253516,124116,124116,N63,NA
251742676,ALLEGHENY COUNTY LIBRARY ASSOC,NA,22 WABASH ST STE 203,PITTSBURGH,PA,15220-5445,0000,03,3,1000,199507,1,15,994602000,5,01,202112,6,8,01,0,12,1615297,12970956,12970956,B700,ACLA
832512259,VILLA BELLA EXPEDITIONARY,% LOGAN GOGARTY,2390 RAWLINGS BLVD,PUEBLO,CO,81001-4905,0000,03,3,2000,201907,1,11,000000000,1,01,202106,8,6,01,0,06,10074428,2648779,2648779,B29,NA
140888170,MILLBROOK HUNT INC,% DARCANGELO LLP,PO BOX D,MILLBROOK,NY,12545-0128,0000,07,3,1000,194304,2,00,319000000,1,01,202112,5,5,01,0,12,919495,823640,823640,NA,NA
411794478,STEELE COUNTY SNOWMOBILE TRAIL ASSOCIATION,NA,PO BOX 146,HOPE,MN,56046-0146,0000,04,3,1000,199505,2,00,318000000,1,01,202112,4,6,01,0,12,171864,2737984,392618,NA,NA
841503951,CHILDRENS HOUSE PRESCHOOL INC,NA,3370 IRIS WALK CT,BOULDER,CO,80304-2488,0000,03,3,2000,200110,1,11,000000000,1,01,202207,4,4,01,0,07,451144,143271,143271,B21,NA
943087949,NORTHERN CALIFORNIA UMPIRES ASSOCIATION,% HENRY JUNG,1224 34TH AVE,SAN FRANCISCO,CA,94122-1307,0000,06,3,1000,199905,2,00,998000000,1,01,202202,3,3,01,0,02,25501,75594,75594,N20,NA
556023714,E W OGLEBAY MEMORIAL FUND,NA,1300 CHAPLINE STREET,WHEELING,WV,26003-3348,0000,03,3,1200,194709,1,17,602000000,2,01,202112,6,4,01,0,12,1102004,271610,153051,A110,BANK ONE WV WHEELING NA
953227543,LOS ANGELES SECOND BAPTIST HOMES INC,NA,3460 S BROADWAY,LOS ANGELES,CA,90007-4409,0000,03,3,1000,198507,1,16,000000000,1,01,202112,2,5,01,0,12,20067,750327,750327,NA,NA
030442302,SOUTHSIDE CHARTER SCHOOL,% COREY BALKON,2200 ONONDAGA CREEK BLVD,SYRACUSE,NY,13207-2361,0000,03,3,2000,200302,1,11,000000000,1,01,202106,5,8,01,0,06,992050,10161148,10161148,B20,NA
760567554,EXTREMELY PRECIOUS MOMENTS INC,% CARL TOMPKINS,2018 FERGUSON WAY,HOUSTON,TX,77088-4742,0000,03,3,1000,201310,1,16,000000000,1,01,202112,4,4,01,0,12,117794,251269,251269,P71,A CARING PLACE
311132066,ESKENAZI HEALTH FOUNDATION INC,NA,720 ESKENAZI AVE 5TH FL,INDIANAPOLIS,IN,46202-5189,0000,03,3,1000,198507,1,15,602000000,1,01,202112,9,9,01,0,12,107834162,77741363,11646497,E02,NA
381973357,ARC ADVOCACY & RESOURCE CENTER,NA,665 136TH AVE,HOLLAND,MI,49424-1897,0000,03,3,3000,198606,1,15,561160000,1,01,202209,3,3,02,0,09,56620,33871,33270,NA,NA
591953357,ST MARK VILLAGE INC,NA,2655 NEBRASKA AVENUE,PALM HARBOR,FL,34684-2630,0000,03,3,1000,198012,1,16,382000000,1,01,202112,8,8,01,0,12,27904826,25702690,25702690,P750,NA
237121060,BRITE DIVINITY SCHOOL,% MICHELE SMITH,TCU BOX 298130,FORT WORTH,TX,76129-0001,0000,03,3,2000,193507,1,11,030000000,1,01,202105,9,8,01,0,05,131791900,22216595,16856485,B500,NA
363925429,FAMILY SUPPORT NETWORK,NA,1002 10TH ST W STE 1,BILLINGS,MT,59102-5463,0000,03,3,2000,199402,1,15,123000000,1,01,202106,5,6,01,0,06,980125,1034875,912006,B99Z,NA
740485616,ANCIENT FREE & ACCEPTED MASONS OF TEXAS,% BARRY J BOETTO,1505 MAGRUDER ST,EL PASO,TX,79925-1939,0347,10,9,1000,194103,1,00,036000000,5,01,202206,5,3,01,0,06,962729,88070,65262,NA,1137 FIVE POINTS
411468749,FORADA VOLUNTEER FIREMENS RELIEF ASSOCIATION,NA,5639 COUNTY ROAD 4 SW,ALEXANDRIA,MN,56308-6177,0000,04,3,1000,198607,2,00,268000000,1,01,202112,4,6,01,0,12,120040,2278054,17398,NA,NA
205892700,CINCO RANCH RESIDENTIAL ASSOCIATION,% CIA SERVICES INC,PO BOX 803555,DALLAS,TX,75380-3555,0000,04,3,1000,200909,2,00,000000000,1,01,202112,8,7,01,0,12,13739829,9730745,9730745,S20,NA
473298902,DWP INTERNATIONAL INC,% BOLAJI ODUSINA,11655 LAWRENCEVILLE SUWANEE HWY,LAWRECEVILLE,GA,30043-0000,0000,03,3,1200,201505,1,15,000000000,1,01,202112,4,4,01,0,12,101312,377120,377120,Q33,NA
562500104,UNITY HALL,% ROGER MARYATT,PO BOX 909,FAIRFIELD,CA,94533-0909,0000,03,3,1000,200507,1,16,000000000,1,01,202112,1,4,01,0,12,624,296787,296787,F99,NA
160919050,J M MURRAY CENTER INC,NA,823 NEW YORK STATE ROUTE 13,CORTLAND,NY,13045-0000,0000,03,3,1200,196804,1,16,160000000,1,01,202112,8,8,01,0,12,16450354,22605499,22426016,J330,NA
391213614,GREEN COUNTY EMERGENCY MEDICAL SERVICE INC,NA,PO BOX 28,MONROE,WI,53566-0028,0000,03,3,1000,201408,1,16,158000000,1,01,202112,6,6,01,0,12,4308460,3156379,3156379,E30,NA
222496290,CONNTAC INC,NA,35 PLEASANT ST STE 1C,MERIDEN,CT,06450-7596,0000,03,3,1200,198403,1,15,043000000,1,01,202106,4,5,01,0,06,272750,842224,842224,NA,NA
741760014,HOUSTON INTERNATIONAL BOAT SPORT & TRAVEL SHOW INC,NA,8909 KNIGHT RD,HOUSTON,TX,77054-4303,0000,06,3,2000,201702,2,00,000000000,1,01,202106,6,3,02,0,06,1186850,41925,41925,N03,NA
540478487,UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION,% MATTHEW DEAN,150 SHEN ELK PLZ,ELKTON,VA,22827-1165,0278,05,9,3000,194101,2,00,263000000,5,01,202206,4,4,01,0,06,360413,245867,245867,NA,94C LOCAL
741937977,MOFFAT WATER SUPPLY CORPORATION,NA,5460 LAKEAIRE BLVD,TEMPLE,TX,76502-6826,0000,12,3,2000,197804,2,00,250000000,1,01,202109,7,6,01,0,09,8700679,1672997,1672997,NA,NA
237384364,TRUTH OR CONSEQUENCES LODGE 205,NA,PO BOX 3176,T OR C,NM,87901-7176,0002,08,9,1000,193508,1,00,032042000,5,01,202204,6,5,01,0,04,1371132,787458,787458,NA,2050
540505965,UNIVERSITY OF RICHMOND,% LAURIE F MELVILLE,110 UR DR,RICHMOND,VA,23173-0008,0000,03,3,2000,194109,1,11,030059000,2,01,202106,9,9,01,0,06,3926462707,1269288421,713801637,B430,NA
141850828,LA RED HEALTH CENTER INC,NA,21444 CARMEAN WAY,GEORGETOWN,DE,19947-4572,0000,03,3,1000,200301,1,15,000000000,1,01,202112,8,8,01,0,12,15629778,15852497,15852497,E30,NA
931325409,SOUTHERN OREGON REGIONAL BROKERAGE,NA,2930 NE STEPHENS ST,ROSEBURG,OR,97470-1360,0000,03,3,1000,200210,1,16,000000000,1,01,202106,6,6,01,0,06,3922220,3067432,3066814,P82,NA
541275438,TIMBERVILLE VOLUNTEER FIRE DEPARTMENT INCORPORATED,NA,PO BOX 101,TIMBERVILLE,VA,22853-0101,0000,03,3,1000,199402,1,16,407000000,1,01,202112,6,4,01,0,12,1436032,183125,170302,NA,NA
520858436,THETA CHI FRATERNITY INC,NA,7401 PRINCETON AVE,COLLEGE PARK,MD,20740-3304,0241,07,9,1000,196606,2,00,319000000,5,01,202106,6,4,01,0,06,1402783,265122,-29376,NA,ALPHI PSI CHAPTER
610977608,LEXINGTON CLUB INC,% EAKLE CURRENT & CO,170 ESPLANADE,LEXINGTON,KY,40507-1903,0000,07,1,1000,198106,2,00,318000000,1,01,202206,6,6,01,0,06,1771597,1416271,620506,N50,NA
010441975,KIDS CORNER INC,% JODY L BROWN,81 MOUNT DESERT ST,BAR HARBOR,ME,04609-1342,0000,03,3,2100,201410,1,16,032000000,1,01,202112,4,5,01,0,12,105329,549868,542416,P33,NA
134178045,PORTER AVENUE HOUSING DEVELOPMENT FUND CORPORATION,% DOE FUND,345 EAST 102ND STREET,NEW YORK,NY,10029-5611,0000,03,3,1000,200305,1,15,000000000,1,01,202106,8,6,01,0,06,11526466,1488234,1488234,L21,NA
841054192,WESTERN COLORADO BUSINESS DEVELOPMENT CORP,% CLIENT,2591 LEGACY WAY,GRAND JCT,CO,81503-1789,0000,03,3,1000,199809,1,15,994402566,1,01,202112,7,6,01,0,12,7096798,2689196,2689196,S300,NA
341344474,CLEVELAND CITYWIDE DEVELOPMENT CORPORATION,% DAN REHOR,601 LAKESIDE AVE E RM 210,CLEVELAND,OH,44114-1015,0000,03,3,1000,198109,1,15,403000000,1,01,202112,6,6,01,0,12,3215300,1358976,1358976,S300,NA
562326161,RESOURCE DEVELOPMENT INTERNATIONAL LLC,% RICH FIELDS CPA,6196 YELLOWSTONE DR,PORT ORANGE,FL,32127-6742,0000,03,3,1200,200502,1,15,000000000,1,01,202112,4,4,01,0,12,399020,292824,292824,P20,NA
383009348,NHF SUB LAKE,NA,8500 LONG RAPIDS RD,ALPENA,MI,49707-9764,0000,02,3,1000,199307,2,00,912000000,1,01,202112,6,4,01,0,12,2579943,327721,327721,NA,NA
237158573,MAMMOTH WEST OWNERS ASSO INC,NA,PO BOX 5038,MAMMOTH LAKES,CA,93546-5038,0000,04,3,3000,197208,2,00,402000000,1,01,202112,5,4,01,0,12,690206,405343,405343,NA,NA
450579363,OPERATION NEVER FORGOTTEN INC,% LINDA KELLY,610 UPPER PASS RD,MANHATTAN,MT,59741-8183,0000,03,3,1000,200802,1,15,000000000,1,01,202112,0,0,02,0,12,0,0,0,B60,ONF
591262700,CHILDHOOD DEVELOPMENT SERVICES INC,% AUDREY V WILLIAMS-WEBBER,1515 E SLVR SPG BLVD STE 1191,OCALA,FL,34470-6833,0000,03,3,1000,196910,1,15,059000000,1,01,202106,5,6,01,0,06,677634,3397810,3397810,B22Z,NA
752684723,VALLEY GRANDE INSTITUTE FOR ACADEMIC STUDIES,NA,345 S TEXAS BLVD,WESLACO,TX,78596-6113,0000,03,3,1000,199908,1,11,000000000,1,01,202112,7,6,01,0,12,6074695,3497097,3497097,B30,NA
470849914,PILCHUCK LEARNING CENTER,% ROBYN DALBERG,2420 300TH ST NW,STANWOOD,WA,98292-9661,0000,03,3,2000,200208,1,11,000000000,1,01,202106,6,5,01,0,06,4353057,993720,993720,B21,STANWOOD CAMANO LEARNING CENTER
270322263,LIFELINE TO SUCCESS,NA,1647 DELLWOOD AVE,MEMPHIS,TN,38127-1347,0000,03,3,1000,201404,1,15,000000000,1,01,202012,3,5,01,0,12,25000,911198,911198,P20,NA
581426048,ST SIMONS ISLAND CLUB PROPERTY OWNERS ASSOCIATION INC,NA,PO BOX 20682,ST SIMONS IS,GA,31522-0282,0000,04,3,1000,198109,2,00,401000000,1,01,202112,6,4,01,0,12,1478967,249433,249433,NA,NA
260268814,INSPIRATIONS CHILDCARE & PRESCHOOL CENTER,% NOLAN VOS,1005 2ND ST,SULLY,IA,50251-1015,0000,03,3,1200,200710,1,16,000000000,1,01,202204,4,4,01,0,04,335225,352775,347865,P33,NA
223172923,GREATER ATTLEBORO AREA COUNCIL FOR CHILDREN INC,NA,4 HODGES ST,ATTLEBORO,MA,02703-2156,0000,03,3,1000,199206,1,15,349000000,1,01,202108,5,4,01,0,08,656389,342492,340701,P30Z,NA
352331632,ROCHESTER SENIOR HOUSING INC,% CHUCK REUTER,2550 UNIVERSITY AVE W STE 330N,SAINT PAUL,MN,55114-2014,0000,03,3,1000,200808,1,16,000000000,1,01,202206,6,4,01,0,06,4206611,403580,403580,L22,NA
821169034,WORLD WIDE WELLS FOUNDATION INC,NA,PO BOX 1510,WENDELL,NC,27591-1510,0000,03,3,1000,201712,1,15,000000000,1,01,202112,3,3,02,0,12,58584,45290,45290,Q33,NA
350790816,AMERICAN LEGION POST 89,NA,400 W SCCOND ST,SEYMOUR,IN,47214-0000,0925,19,9,1000,194603,1,00,907908000,1,01,202206,5,5,01,0,06,836728,736829,142487,NA,NA
272936416,BROADBAND INTERNET TECHNICAL ADVISORY GROUP INC,NA,1550 LARIMER ST 168,DENVER,CO,80202-1602,0000,06,3,1000,201205,0,00,000000000,1,01,202112,4,4,01,0,12,336778,234233,234233,NA,NA
471637839,GLOBAL PHILANTHROPY FOUNDATION,% MELISSA MONAGHAN,2708 WILSHIRE BLVD 369,SANTA MONICA,CA,90403-4706,0000,03,3,1000,201409,1,15,000000000,1,01,202112,3,1,02,0,12,49981,4927,4927,T02,NA
346607493,AMERICAN LEGION,NA,PO BOX 297,NEWTON FALLS,OH,44444-0297,0925,19,9,1000,194603,1,00,907908000,5,01,202112,6,5,01,0,12,1188780,514694,107228,NA,0236 NEWTON
521630673,UNIVERSITY OF MARYLAND ALUMNI ASSOCIATION INC,% SAMUEL RIGGS IV ALUMNI CENTER,7801 ALUMNI DRIVE SAMUEL RIGGS,COLLEGE PARK,MD,20742-0001,3490,03,6,1000,199906,1,15,034000000,1,01,202106,8,6,01,0,06,12691064,3788876,3266987,B84,NA
760045328,KOREAN AMERICAN ASSOCIATION AND COMMUNITY CENTER OF HOUSTON,NA,1809 HOLLISTER ST,HOUSTON,TX,77080-6801,0000,03,3,1000,198304,1,11,030560000,2,01,202112,6,4,01,0,12,1253348,238986,238986,A230,NA
263911363,PEOPLE HELPING PEOPLE INTERNATIONAL INC,% ROBERT EVANS SR,1406 MEADOW LOOP RD,PARK CITY,UT,84098-5941,0000,03,3,2000,200908,1,15,000000000,1,01,202112,1,1,02,0,12,374,7000,7000,N70,NA
541980898,WATERFALL FOUNDATION,NA,PO BOX 70049,FAIRBANKS,AK,99707-0049,0000,03,3,1000,200102,1,15,000000000,1,01,202112,3,5,01,0,12,97402,712605,267808,P80,NA
561330651,TRANSYLVANIA COUNTY HUMANE SOCIETY,% TRANSYLVANIA CO HUMANE SOCIETY,PO BOX 1288,PISGAH FOREST,NC,28768-1288,0000,03,3,4000,195802,1,15,000000000,1,01,202112,4,3,01,0,12,102497,83795,41859,D200,NA
522291039,PROJECT REAP,NA,54 WEST 40TH STREET 614,NEW YORK,NY,10018-2602,0000,03,3,2100,200106,1,15,000000000,1,01,202112,5,4,01,0,12,728604,488718,488718,B99,NA
860730303,TUCSON WOMENS SOCCER LEAGUE,% SUSAN MCMAHON,TUCSON WOMENS SOCCER LEAGUE,TUCSON,AZ,85718-0000,0000,04,3,1000,199306,2,00,317429149,1,01,202008,4,3,01,0,08,172565,96020,96020,NA,NA
941145885,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,NA,1475 CREEKSIDE DR,WALNUT CREEK,CA,94596-5620,1156,08,9,1000,195110,1,00,036279000,5,01,202203,4,4,01,0,03,470985,265377,126608,NA,1811 WALNUT CREEK
752737986,ALCON LABORATORIES INC VOLUNTARY EMPLOYEES BENEFICIARY ASSOCIATION,% MARVIN SULAK,1 HEALTH PLZ,EAST HANOVER,NJ,07936-1016,0000,09,3,1000,200002,2,00,000000000,2,01,202112,9,5,01,0,12,76173995,727773,727773,Y43,NA
472504471,CUYAHOGA FALLS PARTNERSHIP FOR PARKS,% MATT SCHAAD,2310 2ND ST,CUYAHOGA FLS,OH,44221-2530,0000,03,3,1280,201502,1,15,000000000,1,01,202112,1,1,02,0,12,6615,7440,7440,N32,NA
203690821,RIGHTS AND RESOURCES INSTITUTE INC,NA,2715 M ST NW STE 300,WASHINGTON,DC,20007-3732,0000,03,3,1000,200611,1,15,000000000,1,01,202112,8,8,01,0,12,36334536,37075806,33675806,C30,NA
630899063,WEBSTER S CHAPEL VOLUNTEER FIRE DEPARTMENT INC,NA,1552 AP HOLLINGSWORTH RD,WELLINGTON,AL,36279-5059,0000,04,3,3000,198509,1,00,407000000,1,01,202112,4,4,01,0,12,311663,139737,139737,NA,NA
382218858,MACKINAC ISLAND MEDICAL CENTER INC,NA,PO BOX 536,MACKINAC IS,MI,49757-0536,0000,03,3,1000,198003,1,12,154000000,1,01,202112,6,5,01,0,12,1640610,750690,721506,E22Z,NA
942814246,PARENTS HELPING PARENTS INC,NA,1400 PARKMOOR AVE STE 100,SAN JOSE,CA,95126-3797,0000,03,3,2100,198206,1,15,160569123,1,01,202106,6,6,01,0,06,1933679,2650062,2650062,P40Z,NA
861029057,SCOTTSDALE CONVENTION AND VISTORS BUREAU INC,NA,4250 N DRINKWATER BLVD STE 300,SCOTTSDALE,AZ,85251-3981,0000,06,3,3000,200107,2,00,000000000,1,01,202106,7,8,01,0,06,8006659,12242411,12242411,S41,NA
522197655,MOCHA MOMS INC,% LENA FREEMAN,PO BOX 1995,UPPR MARLBORO,MD,20773-1995,0000,03,3,1000,200201,1,16,000000000,1,01,202112,4,4,01,0,12,123488,107368,107368,P40,NA
742548761,MEXICO MEDICAL MISSIONS,% ROBERT WHITTEN,1302 WAUGH DRIVE 685,HOUSTON,TX,77019-3908,0000,03,3,1000,200708,1,12,160000000,1,01,202112,5,6,01,0,12,999222,1530702,1528312,E20,NA
222306068,AMERICAN LEGION,% DAVID R STILPHEN,8 SCHOBEY ST,UNION SPRINGS,NY,13160-2449,0925,19,9,1000,194603,1,00,907908000,5,01,202112,5,4,01,0,12,549932,177263,101890,NA,1107 WALTER T CONLEY INC
454029753,MIDDLETOWN MOVING FORWARD,% JIM KLEINGERS,1500 CENTRAL AVE,MIDDLETOWN,OH,45044-4136,0000,03,3,1000,201409,1,15,000000000,1,01,202012,5,3,02,0,12,799383,35841,35841,S30,NA
046140811,STERLING HISTORICAL SOCIETY INC,% JOAN STRANG,PO BOX 356,STERLING,MA,01564-0356,0000,03,3,2000,196806,1,16,062000000,1,01,202206,5,2,02,0,06,566152,17251,-17251,NA,NA
208459653,SEAFOOD PRODUCTS ASSOCIATION,NA,1600 S JACKSON ST,SEATTLE,WA,98144-2111,0000,06,3,2000,200704,2,00,000000000,1,01,202112,6,6,01,0,12,2137958,1343298,1343298,S41,NA
462723494,ELIZABETH SETON CARE CENTER,% RON BERLINGO,129 DEPAUL CENTER RD,GREENSBURG,PA,15601-1270,0928,03,9,1700,194603,1,21,031150120,5,01,202106,4,5,01,0,06,373206,947221,947221,NA,ELIZABETH SETON MEMORY CENTER
455429259,FLORIDA STATE ALLIANCE OF YMCAS FOUNDATION INC,% TODD ROSENBAUM,600 1ST ST NORTH SUITE 201,ST PETERSBURG,FL,33701-3004,0000,03,3,1200,201312,1,15,000000000,1,01,202106,5,6,01,0,06,745114,1909959,1909959,B11,NA
223614840,ULSTER COUNTY BOCES TEACHERS ORGANZIATION BENEFIT TR,% JASON YOUNG,PO BOX 61,PORT EWEN,NY,12466-0061,0000,09,3,1000,200005,2,00,000000000,2,01,202109,6,4,01,0,09,1099102,465748,465748,Y43,NA
743116756,THE BRIGHTON JONES RICHER LIFE FOUNDATION,% BRIGTHON JONES,2030 1ST AVENUE 3RD FLOOR,SEATTLE,WA,98121-2112,0000,03,3,1000,200408,1,15,000000000,1,01,202112,4,4,01,0,12,127070,283159,283159,Q30,NA
821437939,AUSTIN SKYLINE FOUNDATION,% GUNER ARSIAN,2650 GATTIS SCHOOL RD STE 700,ROUND ROCK,TX,78664-2037,0000,03,3,2000,201801,1,15,000000000,1,01,202012,6,5,01,0,12,1001619,926960,926960,A23,NA
582676608,GREENVILLE ARTS FESTIVAL,% KERRY MURPHY,101 B AUGUSTA STREET,GREENVILLE,SC,29601-3503,0000,03,3,2100,200412,1,15,000000000,1,01,202109,4,6,01,0,09,414917,1429371,1429371,A20,ARTISPHERE
916179657,ISLAND PARK PTA,NA,15 OREGON AVE STE 202,TACOMA,WA,98409-7463,0000,03,3,1000,197804,1,16,035000000,1,01,202106,4,3,02,0,06,156835,35224,26867,NA,NA
363303361,LIFESCAPE COMMUNITY SERVICES INC,% TOM MELLINGER,705 KILBURN AVENUE,ROCKFORD,IL,61101-6550,0000,03,3,1000,198412,1,15,575000000,1,01,202109,6,7,01,0,09,2588242,6432989,6392750,K340,NA
582325670,THE MAIN STREET YOUTH THEATRE INC,% ELIZABETH GOODWIN,PO BOX 5254,HILTON HEAD,SC,29938-5254,0000,03,3,1200,199808,1,16,995088000,1,01,202012,6,5,01,0,12,1022346,942945,111179,A650,NA
590317595,GREATER KEY WEST CHAMBER OF COMMERCE INC,NA,510 GREENE STREET,KEY WEST,FL,33040-6698,0000,06,3,1000,199003,2,00,200000000,1,01,202112,5,6,01,0,12,877425,1007962,984776,NA,NA
473119340,SACHEM NORTH BOYS LACROSSE BOOSTER CLUB INC,% ANTHONY TARTARO,PO BOX 2,HOLBROOK,NY,11741-0002,0000,03,3,1000,201505,1,15,000000000,1,01,202112,2,3,01,0,12,10148,70074,70074,B84,NA
465562914,OKLAHOMANS FOR A PROSPEROUS FUTURE INC,NA,321 S BOSTON AVE STE 200,TULSA,OK,74103-3304,0000,04,3,1000,201409,2,00,000000000,1,01,202112,4,5,01,0,12,365003,500000,500000,R40,NA
650435161,DOWNTOWN FORT LAUDERDALE TRANSPORTATION MANAGEMENT ASSOCIAT,% PATRICIA ZEILER,290 NE 3RD AVE,FT LAUDERDALE,FL,33301-1148,0000,03,3,1200,199312,1,15,429000000,1,01,202109,4,4,01,0,09,392055,144819,144819,S40Z,NA
592752895,THE SHELTER FOR ABUSED WOMEN & CHILDREN INC,% JULIE FRANKLIN,2635 WEEKS AVE,NAPLES,FL,34112-5753,0000,03,3,1000,198703,1,15,399000000,1,01,202106,9,8,01,0,06,53410559,19240178,15789146,P43Z,NA
931268942,GRADUATE TEACHING FELLOWS FED LOCAL 3544 HEALTH & WELFARE AGREEMENT,% OFFICE MANAGER,609 E 13TH AVE,EUGENE,OR,97401-3604,0000,09,3,1000,199709,2,00,000000000,2,01,202106,5,8,01,0,06,956358,10612842,10612842,NA,GTFF HEALTH & WELFARE TRUST
204508753,PAUL AND JEAN HARRIS HOME FOUNDATION,% ANDREA LUEHMANN LTD,9517 OGDEN AVE,BROOKFIELD,IL,60513-1841,0000,03,3,1000,200705,1,15,000000000,1,01,202106,6,5,01,0,06,1563196,594026,170941,A54,NA
430477135,UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION,% DAVID COOK,300 WEIDMAN RD,BALLWIN,MO,63011-4433,0278,05,9,3000,196012,2,00,263264279,5,01,202112,6,7,01,0,12,1843449,5095099,5095099,NA,655 LOCAL
201502600,FURRY FRIENDZY,% PYLAR PINKSTON,9363 COUNTY ROAD 113,KAUFMAN,TX,75142-8436,0000,03,3,4000,200601,1,15,000000000,1,01,202112,4,4,01,0,12,257119,284502,284502,D20,NA
741673715,HOOD-SOMERVELL COUNTY FARM BUREAU,NA,PO BOX 7147,GRANBURY,TX,76049-0137,0000,05,3,1000,197305,2,00,230000000,1,01,202110,4,4,01,0,10,357447,361673,361673,NA,NA
236392119,HEPBURN TOWNSHIP VOLUNTEER FIRE COMPANY,NA,615 STATE ROUTE 973 E,COGAN STATION,PA,17728-9116,0000,04,3,3000,195604,1,00,407000000,1,01,202012,5,4,01,0,12,546035,170350,148038,NA,NA
042314049,COMMUNITY NURSING ASSN OF GRAFTON INC,% RUTH L MERRIAM,PO BOX 293,GRAFTON,MA,01519-0293,0000,03,3,1000,194308,1,15,179000000,1,01,202109,5,4,01,0,09,865080,183317,61809,E92Z,NA
520822574,MANNA HOUSE INCORPORATED,NA,435 E 25TH ST,BALTIMORE,MD,21218-5320,0000,03,3,7000,196704,1,10,002560917,1,01,202112,6,5,06,0,12,3455622,981921,979471,NA,NA
911982139,ECUMEN,NA,3530 LEXINGTON AVENUE NORTH,SHOREVIEW,MN,55126-8166,9386,03,9,7000,198704,1,10,001000000,1,01,202112,9,9,03,0,12,310480268,149726389,148755497,NA,GROUP RETURN
810856014,AGING IN PACE WASHINGTON,NA,PO BOX 3007,SEATTLE,WA,98114-3007,0000,03,3,1200,202209,1,15,000000000,1,01,202112,6,5,01,0,12,1180689,704201,704201,P20,NA
150484372,WALTON CO-OP FIRE INSURANCE CO,NA,PO BOX 283,WALTON,NY,13856-0283,0000,15,3,1000,194504,2,00,211000000,3,01,202112,5,4,01,0,12,751452,230906,90406,NA,NA
842124550,ONE FOR THE WORLD INC,NA,880 3RD AVE FL 12,NEW YORK,NY,10022-4730,0000,03,3,1200,202005,1,15,000000000,1,01,202106,4,4,01,0,06,194376,498922,498922,S80,NA
421724770,YOUTH ON RECORD,% JAMI DUFFY,1301 W 10TH AVE,DENVER,CO,80204-3907,0000,03,3,1000,200807,1,15,000000000,1,01,202106,6,6,01,0,06,2388591,2820830,2696874,A68,NA
274059343,VILCAP INC,% ROSS BAIRD,1321 UPLAND DR PMB 11155,HOUSTON,TX,77043-4718,0000,03,3,2000,201201,1,15,000000000,1,01,202112,7,7,01,0,12,5374554,9179521,9179521,Z99,VILLAGE CAPITAL
237366692,S E M HAVEN INC,% JOHN K RENNER SR,225 CLEVELAND AVE,MILFORD,OH,45150-1009,0000,03,3,1000,197404,1,15,382000000,1,01,202112,8,8,01,0,12,20413426,15339364,14648939,P750,NA
042790266,THACHER ISLAND ASSOCIATION,NA,PO BOX 73,ROCKPORT,MA,01966-0073,0000,03,3,1000,198306,1,15,062994354,5,01,202112,5,4,01,0,12,736140,488359,406925,NA,NA
340301929,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPARTMENT OF OHIO,% CHARLES STANFIELD,1581 MAIN ST,CUYAHOGA FLS,OH,44221-4954,0256,19,9,1000,196806,1,00,000000000,5,01,202110,4,4,01,0,10,283341,315543,136949,NA,1062 VFW POST
721051343,LOUISIANA ENVIRONMENTAL ACTION NETWORK,NA,162 CROYDON AVE,BATON ROUGE,LA,70806-4501,0000,03,3,1000,198806,1,15,351000000,1,01,202112,4,4,01,0,12,446981,494180,494180,C600,NA
840407760,DENVER CENTER FOR THE PERFORMING ARTS,% VICTORIA MILES,1101 13TH ST,DENVER,CO,80204-5319,0000,03,3,2000,195503,1,15,059000000,1,01,202106,9,9,01,0,06,101365212,63498880,29486888,A610,NA
260744323,START EASY EAGLE DEVELOPMENT CORP,% WALTER DUDZINSKI,7 INDUSTRIAL ROAD,PEQUANNOCK,NJ,07440-1901,0000,03,3,1000,200805,1,15,000000000,1,01,202106,7,5,01,0,06,6546703,675579,675579,L20,NA
261446883,ALBUMS OF HERITAGE FOUNDATION,% SANDEEP DAYAL,450 E WATERSIDE DR UNIT 3401,CHICAGO,IL,60601-4734,0000,03,3,2100,200805,1,15,000000000,1,01,202112,5,5,01,0,12,997004,969000,45763,A80,NA
